Estado,Clave SIINAH,Siglas,Centro de trabajo,Año,Mes,Tipo de visitantes,Número de visitas,Nacionalidad
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Estudiantes nivel básico,486,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Entrada dominical,"1,083",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Estudiantes nivel superior,271,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,5,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Estudiantes nivel básico,270,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Entrada dominical,"1,388",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Estudiantes nivel superior,511,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Trabajadores INAH,12,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,"Tercera edad, pensionados y jubilados",39,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Entrada sin costo,37,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Discapacitados,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,6,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Estudiantes nivel básico,180,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Entrada dominical,"2,104",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Estudiantes nivel superior,953,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Trabajadores INAH,9,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,"Tercera edad, pensionados y jubilados",104,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Entrada sin costo,96,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Discapacitados,18,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,7,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Estudiantes nivel básico,219,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Entrada dominical,"2,058",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Estudiantes nivel superior,"1,044",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Trabajadores INAH,12,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,"Tercera edad, pensionados y jubilados",272,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Entrada sin costo,37,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Discapacitados,7,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,8,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Estudiantes nivel básico,183,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Entrada dominical,761,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Estudiantes nivel superior,259,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Trabajadores INAH,19,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,"Tercera edad, pensionados y jubilados",97,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Entrada sin costo,10,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Discapacitados,12,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,9,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Estudiantes nivel básico,208,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Entrada dominical,894,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Estudiantes nivel superior,199,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Trabajadores INAH,13,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,"Tercera edad, pensionados y jubilados",104,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Entrada sin costo,11,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Discapacitados,7,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,10,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Entrada dominical,"1,024",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Estudiantes nivel básico,662,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Estudiantes nivel superior,249,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Entrada sin costo,12,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Trabajadores INAH,19,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,"Tercera edad, pensionados y jubilados",119,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Discapacitados,3,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Entrada sin costo,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,11,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Estudiantes nivel básico,431,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Entrada dominical,"1,390",Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Boleto pagado,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Estudiantes nivel superior,317,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Boleto pagado,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Trabajadores INAH,20,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,"Tercera edad, pensionados y jubilados",282,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Entrada sin costo,10,Extranjeros
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Profesores,0,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Discapacitados,119,Nacional
Hidalgo,3120048,Z.A.,Z.A. de Huapalcalco,2019,12,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Estudiantes nivel superior,215,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Trabajadores INAH,4,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,"Tercera edad, pensionados y jubilados",5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Entrada sin costo,13,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Profesores,12,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Discapacitados,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Estudiantes nivel básico,492,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Entrada dominical,870,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,1,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Estudiantes nivel superior,369,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Trabajadores INAH,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,"Tercera edad, pensionados y jubilados",39,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Entrada sin costo,12,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Profesores,5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Discapacitados,6,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Estudiantes nivel básico,285,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Entrada dominical,892,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,2,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Trabajadores INAH,5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,"Tercera edad, pensionados y jubilados",125,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Entrada sin costo,29,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Profesores,35,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Discapacitados,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Estudiantes nivel básico,652,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Entrada dominical,"3,260",Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Estudiantes nivel superior,725,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,3,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Estudiantes nivel superior,543,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Trabajadores INAH,6,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,"Tercera edad, pensionados y jubilados",35,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Entrada sin costo,31,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Profesores,12,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Discapacitados,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Estudiantes nivel básico,489,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Entrada dominical,"1,324",Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,4,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Profesores,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Discapacitados,6,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Estudiantes nivel básico,225,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Entrada dominical,827,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Estudiantes nivel superior,317,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Trabajadores INAH,3,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,"Tercera edad, pensionados y jubilados",42,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,5,Entrada sin costo,9,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Trabajadores INAH,10,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,"Tercera edad, pensionados y jubilados",17,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Entrada sin costo,2,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Profesores,17,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Discapacitados,14,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Estudiantes nivel básico,432,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Entrada dominical,"1,421",Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Estudiantes nivel superior,325,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,6,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Estudiantes nivel superior,625,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Trabajadores INAH,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,"Tercera edad, pensionados y jubilados",17,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Entrada sin costo,22,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Profesores,16,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Discapacitados,3,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Estudiantes nivel básico,760,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Entrada dominical,"1,125",Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,7,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Trabajadores INAH,4,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,"Tercera edad, pensionados y jubilados",5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Entrada sin costo,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Profesores,12,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Discapacitados,3,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Estudiantes nivel básico,322,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Entrada dominical,880,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Estudiantes nivel superior,293,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,8,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Estudiantes nivel superior,197,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Trabajadores INAH,5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,"Tercera edad, pensionados y jubilados",12,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Entrada sin costo,19,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Profesores,7,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Discapacitados,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Estudiantes nivel básico,228,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Entrada dominical,635,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,9,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Estudiantes nivel superior,195,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Trabajadores INAH,6,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,"Tercera edad, pensionados y jubilados",10,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Entrada sin costo,21,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Profesores,18,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Discapacitados,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Estudiantes nivel básico,470,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Entrada dominical,397,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,10,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Profesores,9,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Discapacitados,5,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Estudiantes nivel básico,370,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Entrada dominical,475,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Boleto pagado,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Estudiantes nivel superior,180,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Trabajadores INAH,12,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,"Tercera edad, pensionados y jubilados",79,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,11,Entrada sin costo,13,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Estudiantes nivel superior,743,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Boleto pagado,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Exposiciones temporales con costo adicional,0,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Trabajadores INAH,8,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,"Tercera edad, pensionados y jubilados",63,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Exposiciones temporales con costo adicional,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Entrada sin costo,14,Extranjeros
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Profesores,4,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Discapacitados,4,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Entrada sin costo,0,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Estudiantes nivel básico,526,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Entrada dominical,553,Nacional
Hidalgo,3120110,Z.A.,Z.A. de Tepeapulco,2019,12,Boleto pagado,0,Extranjeros
Hidalgo,3110036,Z.A.,Z.A. de Tula con museo de sitio,2019,1,Estudiantes nivel superior,"2,079",Nacional
Hidalgo,3110036,Z.A.,Z.A. de Tula con museo de sitio,2019,1,Boleto pagado,"3,433",Nacional
Hidalgo,3110036,Z.A.,Z.A. de Tula con museo de sitio,2019,1,Exposiciones temporales con costo adicional,0,Extranjeros
